index,class_representation,visual_fidelity,structural_integrity,diversity,beneficial_variations,explanation,filename,class_name,real_filename
1,0.6,0.5,0.5,0.7,0.6,"The image maintains some key features of a bicycle but has significant distortions and artifacts. The context is somewhat appropriate, but the structure is not well-preserved.",aug-5-0.png,bicycle,2009_003519.jpg
2,0.7,0.7,0.8,0.5,0.6,"The image is clear and maintains the core features of a bicycle. The structure is mostly intact, but the context is slightly off. There is moderate diversity and beneficial variations.",aug-5-1.png,bicycle,2009_003519.jpg
3,0.9,0.8,0.9,0.3,0.4,"The image closely resembles the reference bicycle with high structural integrity and visual fidelity. However, it lacks significant diversity and beneficial variations.",aug-5-2.png,bicycle,2009_003519.jpg
4,0.5,0.4,0.5,0.8,0.7,"The image has noticeable distortions and artifacts, affecting its visual fidelity and structural integrity. However, it introduces significant diversity and beneficial variations.",aug-5-3.png,bicycle,2009_003519.jpg
5,0.4,0.6,0.4,0.7,0.6,"The image has some key features of a bicycle but is significantly distorted. The visual fidelity is moderate, and the context is somewhat appropriate. It introduces moderate diversity and beneficial variations.",aug-5-4.png,bicycle,2009_003519.jpg
6,0.6,0.7,0.7,0.6,0.7,The image maintains the core features of a bicycle with moderate visual fidelity and structural integrity. It introduces moderate diversity and beneficial variations.,aug-5-5.png,bicycle,2009_003519.jpg
7,0.5,0.5,0.6,0.7,0.6,"The image has some key features of a bicycle but is somewhat distorted. The visual fidelity is moderate, and the context is somewhat appropriate. It introduces moderate diversity and beneficial variations.",aug-5-6.png,bicycle,2009_003519.jpg
8,0.7,0.6,0.7,0.6,0.7,The image maintains the core features of a bicycle with moderate visual fidelity and structural integrity. It introduces moderate diversity and beneficial variations.,aug-5-7.png,bicycle,2009_003519.jpg
9,0.8,0.7,0.8,0.5,0.6,"The image closely resembles the reference bicycle with high structural integrity and visual fidelity. However, it lacks significant diversity and beneficial variations.",aug-5-8.png,bicycle,2009_003519.jpg
10,0.6,0.5,0.6,0.7,0.6,"The image maintains some key features of a bicycle but has noticeable distortions. The visual fidelity is moderate, and the context is somewhat appropriate. It introduces moderate diversity and beneficial variations.",aug-5-9.png,bicycle,2009_003519.jpg
1,0.5,0.6,0.4,0.7,0.6,"The image maintains some bicycle features but is highly abstract and distorted, affecting class representation and structural integrity.",aug-6-0.png,bicycle,2010_004072.jpg
2,0.4,0.5,0.3,0.7,0.5,"The image is abstract and rotated, making it difficult to identify as a bicycle, which affects class representation and structural integrity.",aug-6-1.png,bicycle,2010_004072.jpg
3,0.6,0.7,0.5,0.6,0.7,The image has a clearer representation of a bicycle but still contains abstract elements that affect structural integrity.,aug-6-2.png,bicycle,2010_004072.jpg
4,0.3,0.4,0.2,0.8,0.5,"The image is highly abstract and distorted, making it difficult to identify as a bicycle, which affects class representation and structural integrity.",aug-6-3.png,bicycle,2010_004072.jpg
5,0.4,0.5,0.3,0.7,0.6,"The image is abstract and rotated, making it difficult to identify as a bicycle, which affects class representation and structural integrity.",aug-6-4.png,bicycle,2010_004072.jpg
6,0.7,0.8,0.6,0.7,0.8,The image has a clearer representation of a bicycle but still contains abstract elements that affect structural integrity.,aug-6-5.png,bicycle,2010_004072.jpg
7,0.9,0.9,0.9,0.5,0.8,The image closely resembles the reference bicycle with some beneficial variations in pose and context.,aug-6-6.png,bicycle,2010_004072.jpg
8,0.8,0.8,0.8,0.6,0.7,The image closely resembles the reference bicycle with some beneficial variations in pose and context.,aug-6-7.png,bicycle,2010_004072.jpg
9,0.9,0.9,0.9,0.5,0.8,The image closely resembles the reference bicycle with some beneficial variations in pose and context.,aug-6-8.png,bicycle,2010_004072.jpg
10,0.9,0.9,0.9,0.5,0.8,The image closely resembles the reference bicycle with some beneficial variations in pose and context.,aug-6-9.png,bicycle,2010_004072.jpg
1,0.0,0.2,0.0,0.8,0.2,"The image does not represent a bird at all. It shows a human figure, which is irrelevant to the bird class.",aug-10-0.png,bird,2008_001387.jpg
2,0.1,0.3,0.1,0.7,0.3,"The image has a very small and unclear bird-like figure on the roof, making it hard to distinguish as a bird.",aug-10-1.png,bird,2008_001387.jpg
3,0.0,0.2,0.0,0.8,0.2,"The image shows a human figure, which is irrelevant to the bird class.",aug-10-2.png,bird,2008_001387.jpg
4,0.9,0.9,0.9,0.5,0.7,The image closely resembles the reference bird image with slight variations in pose and lighting.,aug-10-3.png,bird,2008_001387.jpg
5,0.0,0.1,0.0,0.9,0.1,The image does not contain any bird-like features and is irrelevant to the bird class.,aug-10-4.png,bird,2008_001387.jpg
6,0.0,0.2,0.0,0.8,0.2,"The image shows a human figure, which is irrelevant to the bird class.",aug-10-5.png,bird,2008_001387.jpg
7,0.0,0.2,0.0,0.8,0.2,"The image shows a human figure, which is irrelevant to the bird class.",aug-10-6.png,bird,2008_001387.jpg
8,0.0,0.1,0.0,0.9,0.1,The image does not contain any bird-like features and is irrelevant to the bird class.,aug-10-7.png,bird,2008_001387.jpg
9,0.0,0.1,0.0,0.9,0.1,The image does not contain any bird-like features and is irrelevant to the bird class.,aug-10-8.png,bird,2008_001387.jpg
10,0.8,0.8,0.8,0.6,0.7,"The image resembles the reference bird image with some variations in pose and lighting, maintaining the bird class identity.",aug-10-9.png,bird,2008_001387.jpg
1,0.0,0.5,0.5,0.0,0.0,"The image does not represent a bird at all. It shows a roof with a structure on it. The visual fidelity and structural integrity are average for a roof, but irrelevant for the bird class.",aug-9-0.png,bird,2009_000746.jpg
2,0.0,0.5,0.5,0.0,0.0,"This image also does not represent a bird. It shows a roof with a different structure. The visual fidelity and structural integrity are average for a roof, but irrelevant for the bird class.",aug-9-1.png,bird,2009_000746.jpg
3,0.0,0.5,0.5,0.0,0.0,"The image does not represent a bird. It shows a roof with no bird-like features. The visual fidelity and structural integrity are average for a roof, but irrelevant for the bird class.",aug-9-2.png,bird,2009_000746.jpg
4,0.0,0.5,0.5,0.0,0.0,"This image does not represent a bird. It shows a roof with a small object on it. The visual fidelity and structural integrity are average for a roof, but irrelevant for the bird class.",aug-9-3.png,bird,2009_000746.jpg
5,0.0,0.5,0.5,0.0,0.0,"The image does not represent a bird. It shows a roof with no bird-like features. The visual fidelity and structural integrity are average for a roof, but irrelevant for the bird class.",aug-9-4.png,bird,2009_000746.jpg
6,0.0,0.5,0.5,0.0,0.0,"This image does not represent a bird. It shows a roof with no bird-like features. The visual fidelity and structural integrity are average for a roof, but irrelevant for the bird class.",aug-9-5.png,bird,2009_000746.jpg
7,0.0,0.5,0.5,0.0,0.0,"The image does not represent a bird. It shows a roof with no bird-like features. The visual fidelity and structural integrity are average for a roof, but irrelevant for the bird class.",aug-9-6.png,bird,2009_000746.jpg
8,0.0,0.5,0.5,0.0,0.0,"This image does not represent a bird. It shows a roof with no bird-like features. The visual fidelity and structural integrity are average for a roof, but irrelevant for the bird class.",aug-9-7.png,bird,2009_000746.jpg
9,0.0,0.5,0.5,0.0,0.0,"The image does not represent a bird. It shows a roof with no bird-like features. The visual fidelity and structural integrity are average for a roof, but irrelevant for the bird class.",aug-9-8.png,bird,2009_000746.jpg
10,0.0,0.5,0.5,0.0,0.0,"This image does not represent a bird. It shows a roof with no bird-like features. The visual fidelity and structural integrity are average for a roof, but irrelevant for the bird class.",aug-9-9.png,bird,2009_000746.jpg
1,0.0,0.5,0.5,0.8,0.2,"The image does not represent a bird at all. It shows a roof, which is irrelevant to the bird class. The visual fidelity and structural integrity are decent for a roof, but not for a bird.",aug-8-0.png,bird,2010_000075.jpg
2,0.0,0.5,0.5,0.8,0.2,"Similar to the first augmented image, this image shows a roof and not a bird. The visual fidelity and structural integrity are decent for a roof, but irrelevant to the bird class.",aug-8-1.png,bird,2010_000075.jpg
3,0.0,0.5,0.5,0.8,0.2,"This image also depicts a roof, not a bird. The visual fidelity and structural integrity are decent for a roof, but it does not represent the bird class.",aug-8-2.png,bird,2010_000075.jpg
4,0.0,0.3,0.3,0.8,0.2,"The image shows a distorted roof with some text overlay, which is irrelevant to the bird class. The visual fidelity and structural integrity are poor.",aug-8-3.png,bird,2010_000075.jpg
5,0.0,0.4,0.4,0.8,0.2,"This image shows a roof with some additional elements, but it does not represent a bird. The visual fidelity and structural integrity are slightly better but still irrelevant to the bird class.",aug-8-4.png,bird,2010_000075.jpg
6,0.0,0.5,0.5,0.8,0.2,"The image depicts a roof, not a bird. The visual fidelity and structural integrity are decent for a roof, but it does not represent the bird class.",aug-8-5.png,bird,2010_000075.jpg
7,0.0,0.4,0.4,0.8,0.2,"This image shows a roof with some additional elements, but it does not represent a bird. The visual fidelity and structural integrity are slightly better but still irrelevant to the bird class.",aug-8-6.png,bird,2010_000075.jpg
8,0.0,0.5,0.5,0.8,0.2,"The image depicts a roof, not a bird. The visual fidelity and structural integrity are decent for a roof, but it does not represent the bird class.",aug-8-7.png,bird,2010_000075.jpg
9,0.0,0.4,0.4,0.8,0.2,"This image shows a roof with some additional elements, but it does not represent a bird. The visual fidelity and structural integrity are slightly better but still irrelevant to the bird class.",aug-8-8.png,bird,2010_000075.jpg
10,0.0,0.5,0.5,0.8,0.2,"The image depicts a roof, not a bird. The visual fidelity and structural integrity are decent for a roof, but it does not represent the bird class.",aug-8-9.png,bird,2010_000075.jpg
1,0.0,0.5,0.5,0.8,0.7,"The image does not represent a bird at all. It shows a roof structure. The visual fidelity and structural integrity are decent for a roof, but it is irrelevant to the bird class.",aug-11-0.png,bird,2010_005129.jpg
2,0.6,0.6,0.7,0.7,0.6,"The image somewhat resembles a bird but is heavily distorted and appears artificial. The background and context are similar to the reference, but the bird's features are not clear.",aug-11-1.png,bird,2010_005129.jpg
3,0.4,0.5,0.5,0.7,0.6,"The image has a figure that could be interpreted as a bird, but it is highly stylized and not clear. The context is similar, but the bird's features are not well-defined.",aug-11-2.png,bird,2010_005129.jpg
4,0.0,0.5,0.5,0.8,0.7,"The image does not represent a bird at all. It shows a roof structure. The visual fidelity and structural integrity are decent for a roof, but it is irrelevant to the bird class.",aug-11-3.png,bird,2010_005129.jpg
5,0.0,0.5,0.5,0.8,0.7,"The image does not represent a bird at all. It shows a roof structure. The visual fidelity and structural integrity are decent for a roof, but it is irrelevant to the bird class.",aug-11-4.png,bird,2010_005129.jpg
6,0.4,0.6,0.6,0.7,0.6,"The image has a figure that could be interpreted as a bird, but it is heavily stylized and not clear. The context is similar, but the bird's features are not well-defined.",aug-11-5.png,bird,2010_005129.jpg
7,0.0,0.5,0.5,0.8,0.7,"The image does not represent a bird at all. It shows a roof structure. The visual fidelity and structural integrity are decent for a roof, but it is irrelevant to the bird class.",aug-11-6.png,bird,2010_005129.jpg
8,0.4,0.6,0.6,0.7,0.6,"The image has a figure that could be interpreted as a bird, but it is heavily stylized and not clear. The context is similar, but the bird's features are not well-defined.",aug-11-7.png,bird,2010_005129.jpg
9,0.0,0.5,0.5,0.8,0.7,"The image does not represent a bird at all. It shows a roof structure. The visual fidelity and structural integrity are decent for a roof, but it is irrelevant to the bird class.",aug-11-8.png,bird,2010_005129.jpg
10,0.4,0.6,0.6,0.7,0.6,"The image has a figure that could be interpreted as a bird, but it is heavily stylized and not clear. The context is similar, but the bird's features are not well-defined.",aug-11-9.png,bird,2010_005129.jpg
1,1.0,0.9,1.0,0.8,0.8,"The image maintains the core features of a boat, is clear, and has good structural integrity. The angle and slight differences in context add beneficial variations.",aug-13-0.png,boat,2007_007415.jpg
2,1.0,0.9,1.0,0.8,0.8,"The image is highly representative of the boat class, with good visual quality and structural integrity. The different angle and slight changes in context provide useful diversity.",aug-13-1.png,boat,2007_007415.jpg
3,1.0,0.9,1.0,0.8,0.8,"This image clearly represents a boat, with high visual fidelity and structural integrity. The different viewpoint and context add beneficial variations.",aug-13-2.png,boat,2007_007415.jpg
4,1.0,0.9,1.0,0.8,0.8,"The image maintains the core features of a boat, is clear, and has good structural integrity. The angle and slight differences in context add beneficial variations.",aug-13-3.png,boat,2007_007415.jpg
5,1.0,0.9,1.0,0.8,0.8,"The image is highly representative of the boat class, with good visual quality and structural integrity. The different angle and slight changes in context provide useful diversity.",aug-13-4.png,boat,2007_007415.jpg
6,1.0,0.9,1.0,0.8,0.8,"This image clearly represents a boat, with high visual fidelity and structural integrity. The different viewpoint and context add beneficial variations.",aug-13-5.png,boat,2007_007415.jpg
7,1.0,0.9,1.0,0.8,0.8,"The image maintains the core features of a boat, is clear, and has good structural integrity. The angle and slight differences in context add beneficial variations.",aug-13-6.png,boat,2007_007415.jpg
8,1.0,0.9,1.0,0.8,0.8,"The image is highly representative of the boat class, with good visual quality and structural integrity. The different angle and slight changes in context provide useful diversity.",aug-13-7.png,boat,2007_007415.jpg
9,1.0,0.9,1.0,0.8,0.8,"This image clearly represents a boat, with high visual fidelity and structural integrity. The different viewpoint and context add beneficial variations.",aug-13-8.png,boat,2007_007415.jpg
10,1.0,0.9,1.0,0.8,0.8,"The image maintains the core features of a boat, is clear, and has good structural integrity. The angle and slight differences in context add beneficial variations.",aug-13-9.png,boat,2007_007415.jpg
1,1.0,1.0,1.0,0.8,0.8,"The image clearly represents a boat, with high visual fidelity and structural integrity. The diversity and beneficial variations are good, showing a different type of boat.",aug-15-0.png,boat,2007_009527.jpg
2,1.0,1.0,1.0,0.2,0.2,"The image is almost identical to the reference image, maintaining high class representation, visual fidelity, and structural integrity. However, it lacks diversity and beneficial variations.",aug-15-1.png,boat,2007_009527.jpg
3,1.0,1.0,1.0,0.8,0.8,"The image represents a boat well, with high visual fidelity and structural integrity. It shows a different type of boat, providing good diversity and beneficial variations.",aug-15-2.png,boat,2007_009527.jpg
4,1.0,1.0,1.0,0.8,0.8,"The image clearly represents a boat, with high visual fidelity and structural integrity. The diversity and beneficial variations are good, showing a different type of boat.",aug-15-3.png,boat,2007_009527.jpg
5,1.0,1.0,1.0,0.2,0.2,"The image is almost identical to the reference image, maintaining high class representation, visual fidelity, and structural integrity. However, it lacks diversity and beneficial variations.",aug-15-4.png,boat,2007_009527.jpg
6,1.0,1.0,1.0,0.2,0.2,"The image is almost identical to the reference image, maintaining high class representation, visual fidelity, and structural integrity. However, it lacks diversity and beneficial variations.",aug-15-5.png,boat,2007_009527.jpg
7,1.0,1.0,1.0,0.2,0.2,"The image is almost identical to the reference image, maintaining high class representation, visual fidelity, and structural integrity. However, it lacks diversity and beneficial variations.",aug-15-6.png,boat,2007_009527.jpg
8,1.0,1.0,1.0,0.8,0.8,"The image represents a boat well, with high visual fidelity and structural integrity. It shows a different type of boat, providing good diversity and beneficial variations.",aug-15-7.png,boat,2007_009527.jpg
9,1.0,1.0,1.0,0.8,0.8,"The image clearly represents a boat, with high visual fidelity and structural integrity. The diversity and beneficial variations are good, showing a different type of boat.",aug-15-8.png,boat,2007_009527.jpg
10,1.0,1.0,1.0,0.8,0.8,"The image clearly represents a boat, with high visual fidelity and structural integrity. The diversity and beneficial variations are good, showing a different type of boat.",aug-15-9.png,boat,2007_009527.jpg
1,1.0,0.9,1.0,0.8,0.8,The image maintains the core features of a boat and is clear with good structural integrity. The context is slightly different but still appropriate.,aug-12-0.png,boat,2008_006065.jpg
2,1.0,0.8,1.0,0.7,0.7,The image is clear and maintains the core features of a boat. The context is slightly different but still appropriate. The visual fidelity is slightly lower due to some minor artifacts.,aug-12-1.png,boat,2008_006065.jpg
3,1.0,0.9,1.0,0.5,0.5,The image is very similar to the reference image with minor variations. It maintains the core features and structural integrity of a boat.,aug-12-2.png,boat,2008_006065.jpg
4,1.0,0.9,1.0,0.8,0.8,The image maintains the core features of a boat and is clear with good structural integrity. The context is slightly different but still appropriate.,aug-12-3.png,boat,2008_006065.jpg
5,0.5,0.7,0.5,1.0,1.0,"The image shows a large ship, which is a different type of boat compared to the reference. It introduces significant diversity and beneficial variations but deviates from the original class representation.",aug-12-4.png,boat,2008_006065.jpg
6,1.0,0.9,1.0,0.8,0.8,The image maintains the core features of a boat and is clear with good structural integrity. The context is slightly different but still appropriate.,aug-12-5.png,boat,2008_006065.jpg
7,0.3,0.8,0.3,1.0,1.0,"The image shows the interior of a boat, which introduces significant diversity and beneficial variations but deviates from the original class representation and structural integrity.",aug-12-6.png,boat,2008_006065.jpg
8,1.0,0.9,1.0,0.8,0.8,The image maintains the core features of a boat and is clear with good structural integrity. The context is slightly different but still appropriate.,aug-12-7.png,boat,2008_006065.jpg
9,1.0,0.9,1.0,0.8,0.8,The image maintains the core features of a boat and is clear with good structural integrity. The context is slightly different but still appropriate.,aug-12-8.png,boat,2008_006065.jpg
10,0.5,0.7,0.5,1.0,1.0,"The image shows a large ship, which is a different type of boat compared to the reference. It introduces significant diversity and beneficial variations but deviates from the original class representation.",aug-12-9.png,boat,2008_006065.jpg
1,1.0,0.9,1.0,0.2,0.3,The image is very similar to the reference with minor variations in lighting and slight changes in the skyline.,aug-14-0.png,boat,2011_003025.jpg
2,0.7,0.8,0.9,0.8,0.7,"The image features a large cruise ship, which is a different type of boat but still within the class. The context is different, but the image is clear and well-formed.",aug-14-1.png,boat,2011_003025.jpg
